Well,Cycle,FAM
H5,9,-2335.509521
H6,9,-2784.473633
H7,9,-3298.737549
H8,9,-3369.571289
H9,9,-3161.956543
H10,9,-3504.97168
H11,9,-2700.586914
H12,9,
A1,10,19405.29297
A2,10,25977.74609
A3,10,41439.24219
A4,10,49517.03516
A5,10,55541.44531
A6,10,56038.98438
A7,10,24871.44141
A8,10,41120.90234
A9,10,44751.25391
A10,10,-2751.127197
A11,10,-2894.925781
A12,10,-1943.182739
B1,10,16725.01563
B2,10,28170.0918
B3,10,38939.83203
B4,10,46936.94922
B5,10,51581.46875
B6,10,47241.67188
B7,10,32490.83789
B8,10,23574.4082
B9,10,28542.61328
B10,10,-3596.189453
B11,10,-3680.021973
B12,10,-2292.552246
C1,10,37739.57031
C2,10,33541.05469
C3,10,29859.14063
C4,10,37632.76953
C5,10,37788.34766
C6,10,51557.96875
C7,10,23884.0957
C8,10,45619.02734
C9,10,38473.83594
C10,10,-2761.753418
C11,10,-3316.015625
C12,10,-1856.518799
D1,10,23404.68359
D2,10,53699.46484
D3,10,27989.22461
D4,10,32535.90625
D5,10,23576.16602
D6,10,44106.16406
D7,10,26271.30469
D8,10,52910.5
D9,10,29233.16211
D10,10,-3114.419922
D11,10,
D12,10,-2442.786133
E1,10,12073.19824
E2,10,28090.70508
E3,10,33038.42188
E4,10,14286.67188
E5,10,10135.93359
E6,10,7042.77832
E7,10,16209.33203
E8,10,33435.8125
E9,10,17543.60938
E10,10,-2562.899658
E11,10,
E12,10,-3011.225586
F1,10,26281.69922
F2,10,29605.16016
F3,10,21310.6875
F4,10,-921.9316406
F5,10,-756.5067139
F6,10,3963.228027
F7,10,3124.268555
F8,10,12150.67773
F9,10,13612.66797
F10,10,-3142.458984
F11,10,
F12,10,-3196.662598
G1,10,13921.50781
G2,10,16533.74219
G3,10,16471.09375
G4,10,121.2831726
G5,10,-1168.343262
G6,10,-1829.642822
G7,10,88.05426025
G8,10,-2619.151855
G9,10,-2677.708496
G10,10,-2890.746582
G11,10,
G12,10,
H1,10,5634.936035
H2,10,-1065.830078
H3,10,1426.7854
H4,10,-2727.898926
H5,10,-2313.120605
H6,10,-2762.713379
H7,10,-3273.654541
H8,10,-3354.44165
H9,10,-3196.166504
H10,10,-3457.7229
H11,10,-2705.409668
H12,10,
A1,11,21381.5293
A2,11,28405.9707
A3,11,45165.42188
A4,11,52841.80859
A5,11,59212.04297
A6,11,59521.05078
A7,11,27194.52344
A8,11,44854.07813
A9,11,48298.89453
A10,11,-2741.243896
A11,11,-2882.248291
A12,11,-1910.110474
B1,11,18737.19141
B2,11,30831.11914
B3,11,42381.63281
B4,11,49952.73438
B5,11,55170.42969
B6,11,50210.61719
B7,11,35863.75
B8,11,26011.16992
B9,11,31808.64648
B10,11,-3588.237061
B11,11,-3638.960693
B12,11,-2270.635498
C1,11,41035.68359
C2,11,36694.60156
C3,11,33027.26563
C4,11,40528.20313
C5,11,40434.52344
C6,11,55209.73438
C7,11,26410.52734
C8,11,49082.86719
C9,11,41135.14844
C10,11,-2755.403076
C11,11,-3282.933594
C12,11,-1814.894409
D1,11,25852.86719
