Well,Cycle,FAM
F6,11,-4278.808594
F7,11,-4307.334473
F8,11,
F9,11,
F10,11,
F11,11,
F12,11,
G1,11,-4230.612305
G2,11,-4590.833496
G3,11,-4640.327148
G4,11,-3548.162109
G5,11,-4953.321289
G6,11,-4688.999512
G7,11,
G8,11,
G9,11,
G10,11,
G11,11,
G12,11,
H1,11,-2293.293945
H2,11,-4580.710938
H3,11,-4078.956787
H4,11,-4743.424805
H5,11,-4450.774902
H6,11,-4871.027344
H7,11,
H8,11,
H9,11,
H10,11,
H11,11,
H12,11,
A1,12,20769.43359
A2,12,20543.87109
A3,12,21310.17773
A4,12,-4515.251953
A5,12,-4453.910156
A6,12,-4260.321289
A7,12,-3723.406738
A8,12,-4450.356445
A9,12,
A10,12,
A11,12,
A12,12,
B1,12,21591.61328
B2,12,21534.36133
B3,12,20441.87695
B4,12,-4146.092285
B5,12,-4113.068359
B6,12,-4381.026367
B7,12,-4547.998047
B8,12,-4757.163086
B9,12,
B10,12,
B11,12,
B12,12,
C1,12,21187.1875
C2,12,21185.21094
C3,12,18385.37891
C4,12,-4037.359375
C5,12,-3043.64209
C6,12,-4706.820313
C7,12,-4647.03125
C8,12,-4549.700195
C9,12,
C10,12,
C11,12,
C12,12,
D1,12,18551.59375
D2,12,22806.96484
D3,12,20218.82227
D4,12,-4384.268555
D5,12,-3706.677246
D6,12,-4484.17334
D7,12,-4469.808105
D8,12,
D9,12,
D10,12,
D11,12,
D12,12,
E1,12,21286.8418
E2,12,19590.41016
E3,12,23037.31836
E4,12,-4302.159668
E5,12,-4412.639648
E6,12,-4366.516602
E7,12,-4293.064941
E8,12,
E9,12,
E10,12,
E11,12,
E12,12,
F1,12,-3924.290771
F2,12,-3555.696533
F3,12,-3996.634033
F4,12,-4350.766602
F5,12,-4067.962402
F6,12,-4264.055176
F7,12,-4290.724609
F8,12,
F9,12,
F10,12,
F11,12,
F12,12,
G1,12,-4241.623535
G2,12,-4575.098633
G3,12,-4637.504883
G4,12,-3545.250244
G5,12,-4937.852539
G6,12,-4684.510742
G7,12,
G8,12,
G9,12,
G10,12,
G11,12,
G12,12,
H1,12,-2287.22998
H2,12,-4566.856934
H3,12,-4077.880127
H4,12,-4727.811523
H5,12,-4441.925781
H6,12,-4881.873047
H7,12,
H8,12,
H9,12,
H10,12,
H11,12,
H12,12,
A1,13,20809.24219
A2,13,20974.75
A3,13,21437.51953
A4,13,-4511.191406
A5,13,-4449.267578
A6,13,-4261.686523
A7,13,-3701.942383
A8,13,-4450.336914
A9,13,
A10,13,
A11,13,
A12,13,
B1,13,21671.39844
B2,13,21626.97656
B3,13,20586.85547
B4,13,-4144.974121
B5,13,-4105.15918
B6,13,-4376.951172
B7,13,-4539.57666
B8,13,-4762.881836
B9,13,
B10,13,
B11,13,
B12,13,
C1,13,21183.20313
C2,13,21258.38086
C3,13,18568.90039
C4,13,-4024.87207
C5,13,-2946.577148
C6,13,-4702.955078
C7,13,-4639.551758
C8,13,-4509.149902
C9,13,
C10,13,
C11,13,
C12,13,
D1,13,18593.98438
D2,13,22906.4043
D3,13,20357.39063
D4,13,-4366.875977
D5,13,-3676.48999
D6,13,-4477.178711
D7,13,-4445.152832
D8,13,
D9,13,
D10,13,
D11,13,
D12,13,
E1,13,21420.46094
E2,13,19756.33203
E3,13,23288.49609
E4,13,-4275.67041
E5,13,-4381.817871
E6,13,-4339.444824
E7,13,-4272.404785
E8,13,
E9,13,
E10,13,
E11,13,
E12,13,
F1,13,-3897.201172
