Well,Cycle,FAM,ROX
C8,212,19140.25195,-1948.487549
C9,212,16517.10547,-1886.835938
C10,212,-1341.318848,-1547.097534
C11,212,,
C12,212,,
D1,212,17386.76563,-1779.720337
D2,212,21472.25781,-1545.078369
D3,212,19900.33594,-1799.929199
D4,212,18817.38281,-1789.157959
D5,212,19926.57813,-1787.352051
D6,212,20216.2832,-1991.865967
D7,212,16341.55566,-1827.773315
D8,212,15569.18945,-1875.141357
D9,212,10656.03516,-1816.379395
D10,212,,
D11,212,,
D12,212,,
E1,212,19649.33398,-1888.632324
E2,212,21127.375,-1924.50415
E3,212,20364.52734,-1780.408691
E4,212,17805.06055,-1797.222046
E5,212,19260.25195,-1811.677979
E6,212,18915.28711,-1799.042725
E7,212,-1333.040649,-1671.444214
E8,212,-1185.429688,-1420.492676
E9,212,1555.625244,-1061.879028
E10,212,,
E11,212,,
E12,212,,
F1,212,17133.38281,-1760.284302
F2,212,16459.39648,-1529.399048
F3,212,17479.00391,-1632.979492
F4,212,13465.80371,-1750.38501
F5,212,16931.79297,-1667.579956
F6,212,17296.18945,-1748.947266
F7,212,-1233.570801,-1632.81958
F8,212,-1512.664917,-1766.248535
F9,212,-1290.52356,-1483.582642
F10,212,,
F11,212,,
F12,212,,
G1,212,3515.908447,-1838.314941
G2,212,-642.9723511,-1813.676636
G3,212,-1390.944824,-1745.310791
G4,212,-1285.607544,-1512.182129
G5,212,-1550.333374,-2232.462891
G6,212,-1413.349243,-1859.047607
G7,212,-1334.799194,-1686.817261
G8,212,-900.3952026,-943.9042969
G9,212,-1337.772949,-1612.67041
G10,212,,
G11,212,,
G12,212,,
H1,212,-550.2724609,-795.6928711
H2,212,-1465.370605,-1731.322266
H3,212,-1169.917969,-1588.826538
H4,212,-1532.752319,-1744.046997
H5,212,-380.2916565,-1687.441895
H6,212,-1394.48938,-1734.932861
H7,212,-1232.050171,-1601.776611
H8,212,-1571.402588,-1748.083984
H9,212,-1365.03064,-1592.319946
H10,212,,
H11,212,,
H12,212,,
A1,213,19397.88281,-1885.719482
A2,213,22160.3125,-828.8632813
A3,213,15811.69336,-1817.959717
A4,213,19671.52148,-1936.54541
A5,213,17287.88672,-1727.100098
A6,213,20044.79297,-1930.165283
A7,213,20140.24805,-1627.239258
A8,213,20726.93555,-1795.098389
A9,213,18014.6582,-1906.782227
A10,213,-1056.593506,-1414.143433
A11,213,,
A12,213,,
B1,213,20969.11133,-1840.246582
B2,213,20743.53125,-1549.210938
B3,213,20706.49219,-1939.121826
B4,213,20244.24805,-1895.522705
B5,213,15778.22656,-1464.195801
B6,213,19976.47266,-1994.025879
B7,213,20958.47461,-1939.034668
B8,213,18644.24414,-1894.182617
B9,213,-1217.245483,-1485.006836
B10,213,-1427.80896,-1813.81897
B11,213,,
B12,213,,
C1,213,21119.94922,-1875.522949
C2,213,22003.37109,-1782.665527
C3,213,20275.24023,-1741.098145
C4,213,19214.38672,-1778.527588
C5,213,19225.40234,-1879.747803
C6,213,20372.87695,-1828.532959
C7,213,18771.89063,-1922.366455
C8,213,19096.09766,-1954.456055
C9,213,16481.83008,-1902.240234
C10,213,-1338.047729,-1546.481689
C11,213,,
C12,213,,
D1,213,17459.54492,-1773.505859
D2,213,21539.94727,-1561.192139
D3,213,19911.54297,-1788.282227
D4,213,18837.45117,-1787.794678
D5,213,19878.58984,-1796.676514
D6,213,20236.77734,-1982.296387
D7,213,16305.30762,-1836.649292
D8,213,15587.03711,-1878.159302
D9,213,10715.11426,-1822.731445
D10,213,,
D11,213,,
D12,213,,
E1,213,19694.13477,-1892.533203
E2,213,21045.0957,-1925.02002
E3,213,20350.30859,-1771.472412
E4,213,17739.67383,-1802.662109
E5,213,19280.53516,-1819.238281
E6,213,19013.1543,-1794.318848
E7,213,-1338.443115,-1683.680176
E8,213,-1185.567017,-1433.853638
E9,213,1586.391357,-1049.963989
E10,213,,
E11,213,,
E12,213,,
F1,213,17153.94531,-1761.27002
F2,213,16228.55762,-1531.528809
F3,213,17551.41797,-1621.746094
F4,213,13392.92773,-1746.883911
F5,213,16971.75,-1658.592285
F6,213,17327.52734,-1744.897217
F7,213,-1233.717285,-1620.770264
F8,213,-1508.590088,-1757.439453
F9,213,-1291.615845,-1471.446899
F10,213,,
F11,213,,
F12,213,,
G1,213,3526.988037,-1844.661377
G2,213,-617.0081177,-1817.686279
G3,213,-1395.821899,-1737.75415
G4,213,-1278.218262,-1501.872192
G5,213,-1552.494873,-2237.365723
G6,213,-1424.371948,-1855.505615
G7,213,-1328.786377,-1675.648315
G8,213,-892.4306641,-953.6697388
G9,213,-1332.226196,-1610.210327
G10,213,,
G11,213,,
G12,213,,
H1,213,-567.0670166,-795.8167725
H2,213,-1462.099487,-1734.880493
H3,213,-1169.69873,-1580.446777
H4,213,-1528.888916,-1752.336426
H5,213,-375.8482056,-1679.066284
H6,213,-1376.029663,-1731.096802
H7,213,-1226.078369,-1599.851685
H8,213,-1575.098511,-1754.754639
H9,213,-1365.848389,-1588.0979
H10,213,,
H11,213,,
H12,213,,
A1,214,19427.13867,-1876.718262
A2,214,22174.80859,-833.3156738
A3,214,15808.37402,-1815.501343
A4,214,19675.05273,-1924.223145
A5,214,17354.70898,-1710.14209
A6,214,19969.0918,-1926.969727
A7,214,20156.7793,-1610.726074
A8,214,20676.2207,-1815.736572
A9,214,17992.25586,-1899.568115
A10,214,-1049.476563,-1415.193604
A11,214,,
A12,214,,
B1,214,20952.51758,-1827.170166
B2,214,20701.34375,-1549.813232
B3,214,20707.43555,-1939.545654
B4,214,20199.99414,-1911.595459
B5,214,15805.58203,-1472.747925
B6,214,20052.73242,-1992.121338
B7,214,20992.3125,-1947.351074
B8,214,18683.95117,-1899.377197
B9,214,-1214.587891,-1474.487793
B10,214,-1429.057007,-1812.866699
B11,214,,
B12,214,,
C1,214,21098.02734,-1888.63501
C2,214,21945.02539,-1793.311035
C3,214,20228.19336,-1741.413086
C4,214,19265.88086,-1775.375977
C5,214,19342.67773,-1869.475342
C6,214,20392.50391,-1830.303711
C7,214,18753.90039,-1942.827759
C8,214,19107.76367,-1945.115967
C9,214,16462.51758,-1888.908447
C10,214,-1336.79126,-1556.634766
C11,214,,
C12,214,,
D1,214,17470.1582,-1779.944946
D2,214,21474.0957,-1560.108398
D3,214,19982.16211,-1796.664307
D4,214,18837.43164,-1784.166016
D5,214,19779.00977,-1815.438965
D6,214,20266.30469,-1993.289307
D7,214,16396.60352,-1841.578613
D8,214,15633.09375,-1888.652344
D9,214,10735.33691,-1840.088623
D10,214,,
D11,214,,
D12,214,,
E1,214,19660.61523,-1893.842041
E2,214,20970.30078,-1932.950684
E3,214,20331.64648,-1786.467041
E4,214,17750.11523,-1795.206543
E5,214,19242.64844,-1811.064941
E6,214,19069.04102,-1800.256104
E7,214,-1323.392212,-1672.172729
E8,214,-1183.095703,-1420.562866
E9,214,1606.829224,-1043.354248
E10,214,,
E11,214,,
E12,214,,
F1,214,17185.20508,-1764.573242
F2,214,16241.06152,-1525.169312
F3,214,17606.56836,-1629.468262
F4,214,13474.02246,-1759.63562
F5,214,17040.02539,-1653.307129
F6,214,17302.87305,-1752.649902
F7,214,-1221.658569,-1634.720825
F8,214,-1513.109131,-1770.297607
F9,214,-1285.83728,-1483.359741
F10,214,,
F11,214,,
F12,214,,
G1,214,3567.195801,-1849.522461
G2,214,-610.2341919,-1810.623413
G3,214,-1393.359741,-1747.65625
G4,214,-1277.855591,-1515.487793
G5,214,-1552.285645,-2252.402344
G6,214,-1418.392212,-1859.017334
G7,214,-1336.442017,-1679.575195
G8,214,-904.2139893,-954.1607056
G9,214,-1331.775024,-1594.670532
G10,214,,
G11,214,,
G12,214,,
H1,214,-553.0393677,-792.1009521
H2,214,-1464.255493,-1756.709473
H3,214,-1165.043701,-1597.543091
H4,214,-1527.441284,-1745.825928
H5,214,-364.6225281,-1702.869873
H6,214,-1380.69751,-1723.572876
H7,214,-1225.447144,-1597.258179
H8,214,-1568.605957,-1743.553711
H9,214,-1364.264282,-1593.301147
H10,214,,
H11,214,,
H12,214,,
A1,215,19391.34961,-1873.603027
A2,215,22139.06445,-832.8225098
A3,215,15845.11328,-1807.313965
A4,215,19630.66797,-1938.521484
A5,215,17245.46484,-1724.484863
A6,215,20031.56641,-1925.11792
A7,215,20179.70703,-1627.500732
A8,215,20723.95508,-1807.404053
A9,215,18010.36523,-1892.36792
A10,215,-1052.318848,-1406.834229
A11,215,,
A12,215,,
B1,215,20997.62109,-1843.588379
B2,215,20698.67188,-1548.996338
B3,215,20764.76172,-1958.595215
B4,215,20337.33594,-1903.71582
B5,215,15692.7168,-1492.253906
B6,215,20009.23633,-1983.189941
B7,215,20896.35742,-1966.859131
B8,215,18693.4082,-1888.320557
B9,215,-1215.349731,-1470.361084
B10,215,-1428.148682,-1796.726807
B11,215,,
B12,215,,
C1,215,20978.35938,-1895.716064
C2,215,21947.16602,-1783.530273
C3,215,20346.32617,-1744.832031
C4,215,19305.53516,-1770.684814
C5,215,19354.88672,-1866.1875
C6,215,20332.25391,-1829.580566
C7,215,18869.95508,-1914.654785
C8,215,19047.32813,-1956.698486
C9,215,16468.97266,-1886.519531
C10,215,-1340.994629,-1551.008301
C11,215,,
C12,215,,
D1,215,17366.72461,-1775.290894
D2,215,21518.13867,-1555.328613
D3,215,19826.76172,-1808.678223
D4,215,18919.63672,-1784.469727
D5,215,20010.43359,-1794.017334
D6,215,20205.09961,-1984.068115
D7,215,16450.09961,-1817.453857
D8,215,15610.58301,-1896.559814
D9,215,10771.65332,-1825.373657
D10,215,,
D11,215,,
D12,215,,
E1,215,19600.23438,-1880.546143
E2,215,21020.29102,-1921.460205
E3,215,20322.5957,-1792.0896
E4,215,17844.25391,-1792.597534
E5,215,19297.34961,-1815.063721
E6,215,18968.21289,-1790.871338
E7,215,-1329.049316,-1674.539795
E8,215,-1184.024292,-1421.881104
E9,215,1601.564575,-1064.458374
E10,215,,
E11,215,,
E12,215,,
F1,215,17175.20508,-1773.092041
F2,215,16254.01953,-1545.873535
F3,215,17666.08789,-1628.941406
F4,215,13493.51367,-1745.839355
F5,215,16906.87891,-1666.32373
F6,215,17291.45508,-1748.147217
F7,215,-1225.741821,-1616.364258
F8,215,-1498.720581,-1763.866821
F9,215,-1288.836548,-1481.738892
F10,215,,
F11,215,,
F12,215,,
G1,215,3616.006104,-1850.35791
G2,215,-603.5720215,-1820.804199
G3,215,-1389.577393,-1740.168213
G4,215,-1274.640503,-1515.442749
G5,215,-1545.403931,-2238.593994
G6,215,-1411.025635,-1843.125488
G7,215,-1327.290039,-1675.134155
G8,215,-891.6271362,-940.7365112
G9,215,-1323.44397,-1601.971313
G10,215,,
G11,215,,
G12,215,,
H1,215,-549.3964233,-781.1523438
H2,215,-1460.780273,-1742.734131
H3,215,-1162.601929,-1578.777344
H4,215,-1527.981079,-1738.785278
H5,215,-352.0682678,-1685.852417
H6,215,-1383.107788,-1737.589111
H7,215,-1233.396118,-1590.875854
H8,215,-1567.884399,-1751.586182
H9,215,-1354.756104,-1591.915649
H10,215,,
H11,215,,
H12,215,,
A1,216,19406.64844,-1876.909668
A2,216,22219.08789,-819.1567383
A3,216,15817.88086,-1813.008423
A4,216,19679.67383,-1948.724609
A5,216,17272.05078,-1740.752441
A6,216,19973.73828,-1934.770508
A7,216,20184.01367,-1629.881836
A8,216,20759.85742,-1795.177979
A9,216,18037.17383,-1895.342285
A10,216,-1047.467773,-1410.564453
A11,216,,
A12,216,,
B1,216,20928.09766,-1847.230225
B2,216,20820.05469,-1550.816162
B3,216,20772.85352,-1944.950195
B4,216,20294.3418,-1909.667969
B5,216,15708.68945,-1488.422119
B6,216,20065.79492,-1975.831787
B7,216,20913.5918,-1948.752686
B8,216,18643.3457,-1892.268555
B9,216,-1212.611328,-1472.045166
B10,216,-1432.319824,-1807.216309
B11,216,,
B12,216,,
C1,216,21066.21094,-1876.029053
C2,216,21857.36523,-1801.976563
C3,216,20236.17773,-1742.333496
C4,216,19316.38867,-1776.99585
C5,216,19427.32813,-1872.032227
C6,216,20387.72656,-1825.887695
C7,216,18875.47461,-1907.595947
C8,216,19015.96094,-1945.624512
C9,216,16528.04102,-1893.187988
C10,216,-1335.880615,-1567.874146
C11,216,,
C12,216,,
D1,216,17436.69727,-1785.366455
D2,216,21413.34375,-1557.223633
D3,216,19886.45117,-1802.209473
D4,216,18878.75391,-1776.665771
D5,216,19976.99023,-1812.148926
D6,216,20274.13281,-1988.993164
D7,216,16423.09766,-1816.739258
D8,216,15653.84082,-1881.227173
D9,216,10817.09082,-1815.238037
D10,216,,
D11,216,,
D12,216,,
E1,216,19654.84766,-1886.781738
E2,216,20937.38281,-1915.718506
E3,216,20389.76563,-1780.250488
E4,216,17808.63672,-1799.448975
E5,216,19300.45898,-1814.434082
E6,216,19092.42578,-1792.994873
E7,216,-1333.824585,-1679.391479
E8,216,-1179.1604,-1408.101196
E9,216,1635.84021,-1058.037964
E10,216,,
E11,216,,
E12,216,,
F1,216,17195.53711,-1757.345947
F2,216,16251.91016,-1543.784058
F3,216,17767.86523,-1617.712158
F4,216,13462.66504,-1747.90332
F5,216,16993.40234,-1657.087524
F6,216,17409.64453,-1747.680908
F7,216,-1227.34668,-1627.668945
F8,216,-1501.42395,-1756.844849
F9,216,-1275.751343,-1478.109131
F10,216,,
F11,216,,
F12,216,,
G1,216,3636.193359,-1851.277954
G2,216,-595.4530029,-1803.577393
G3,216,-1397.087891,-1742.970459
G4,216,-1285.815186,-1507.366089
G5,216,-1542.870239,-2240.443604
G6,216,-1407.625244,-1869.385498
G7,216,-1320.665771,-1687.066162
G8,216,-890.7462769,-951.9505615
G9,216,-1328.243408,-1597.370972
G10,216,,
G11,216,,
G12,216,,
H1,216,-545.0145874,-792.3493652
H2,216,-1460.697754,-1741.754272
H3,216,-1157.401367,-1588.398438
H4,216,-1525.019775,-1742.331055
H5,216,-339.7752686,-1691.451538
H6,216,-1378.908447,-1730.582642
H7,216,-1225.515991,-1587.778442
H8,216,-1568.911987,-1763.88916
H9,216,-1356.243896,-1581.273682
H10,216,,
H11,216,,
H12,216,,
A1,217,19412.4375,-1887.458008
A2,217,22143.14648,-842.8959961
A3,217,15808.26758,-1823.815186
A4,217,19667.08203,-1922.257813
A5,217,17370.24023,-1723.694092
A6,217,19990.11133,-1925.038574
A7,217,20184.00391,-1628.226807
A8,217,20743.56445,-1806.925293
A9,217,17999.73633,-1905.050049
A10,217,-1037.406982,-1414.71228
A11,217,,
A12,217,,
B1,217,20992.54492,-1833.561035
B2,217,20665.50391,-1557.473389
B3,217,20763.10547,-1954.756348
B4,217,20249,-1909.701172
B5,217,15806.12402,-1485.260376
B6,217,20090.48242,-1986.956055
B7,217,20919.90234,-1960.986328
B8,217,18709.72266,-1896.130859
B9,217,-1204.216064,-1464.492554
B10,217,-1430.834961,-1817.729004
B11,217,,
B12,217,,
C1,217,21019.01367,-1884.035156
C2,217,21948.4707,-1778.378418
C3,217,20305.55469,-1736.175293
C4,217,19401.89063,-1793.688965
C5,217,19389.42383,-1874.210205
C6,217,20294.49023,-1830.533691
C7,217,18837.74805,-1918.810059
C8,217,19032.52539,-1954.450439
C9,217,16481.06836,-1888.329956
C10,217,-1343.755981,-1553.916626
C11,217,,
C12,217,,
D1,217,17371.62695,-1774.617798
D2,217,21468.24219,-1554.761719
D3,217,19947.5918,-1797.79541
D4,217,18943.3125,-1782.494873
D5,217,19839.51172,-1809.716064
D6,217,20248.64258,-1987.580322
D7,217,16417.96484,-1811.158569
D8,217,15712.58984,-1887.164307
D9,217,10854.06152,-1824.905884
D10,217,,
D11,217,,
D12,217,,
E1,217,19635.93555,-1905.771973
E2,217,20901.75391,-1933.046387
E3,217,20335.30469,-1795.263672
E4,217,17799.83789,-1801.766602
E5,217,19278.23633,-1817.749268
E6,217,19052.16797,-1797.057129
E7,217,-1336.102783,-1669.509888
E8,217,-1177.887207,-1412.041748
E9,217,1649.060547,-1053.975708
E10,217,,
E11,217,,
E12,217,,
F1,217,17174.82031,-1774.172119
F2,217,16246.13379,-1538.611328
F3,217,17701.32422,-1623.510498
F4,217,13461.41504,-1759.956421
F5,217,17090.68359,-1664.408691
F6,217,17398.11719,-1741.414551
F7,217,-1236.280273,-1642.264893
F8,217,-1505.48877,-1754.907471
F9,217,-1277.74646,-1484.976807
F10,217,,
F11,217,,
F12,217,,
G1,217,3671.379883,-1850.270996
G2,217,-577.9772339,-1813.553101
G3,217,-1385.950317,-1747.5979
G4,217,-1279.789551,-1509.040649
G5,217,-1542.400879,-2236.918701
G6,217,-1403.695557,-1851.996338
G7,217,-1317.434082,-1685.611938
G8,217,-886.6807251,-925.9678345
G9,217,-1329.511475,-1595.634155
G10,217,,
G11,217,,
G12,217,,
H1,217,-551.4987183,-783.0288086
H2,217,-1462.153076,-1739.28479
H3,217,-1166.196289,-1597.115356
H4,217,-1529.226563,-1738.727539
H5,217,-341.2658081,-1681.079956
H6,217,-1368.551147,-1726.919922
H7,217,-1222.973145,-1599.209961
H8,217,-1557.880249,-1757.982666
H9,217,-1345.182617,-1581.931396
H10,217,,
H11,217,,
H12,217,,
A1,218,19383.81055,-1874.808838
A2,218,22088.24023,-841.3942871
A3,218,15811.83203,-1809.301636
A4,218,19715.37891,-1936.77002
A5,218,17297.93164,-1729.18335
A6,218,20118.10742,-1923.74585
A7,218,20218.7207,-1621.811523
A8,218,20761.35547,-1809.283447
A9,218,18075.13867,-1893.402588
A10,218,-1042.924194,-1439.359131
A11,218,,
A12,218,,
B1,218,20993.91992,-1839.173828
B2,218,20655.84766,-1550.257324
B3,218,20729.61133,-1945.152832
B4,218,20028.02148,-1908.119629
B5,218,15765.88281,-1490.796875
B6,218,19983.13086,-1990.007813
B7,218,20959.00977,-1945.968262
B8,218,18672.79102,-1902.104736
B9,218,-1199.249268,-1478.408447
B10,218,-1438.982422,-1814.543701
B11,218,,
B12,218,,
C1,218,21010.39063,-1883.276123
C2,218,22027.1543,-1789.680176
C3,218,20286.16797,-1746.195313
C4,218,19612.67188,-1779.710449
C5,218,19324.0625,-1870.696289
C6,218,20224.59375,-1846.206543
C7,218,18809.88281,-1920.51709
C8,218,19043.10352,-1953.031982
C9,218,16560.35938,-1874.721436
C10,218,-1330.920532,-1563.820557
C11,218,,
C12,218,,
D1,218,17416.46875,-1781.341309
D2,218,21541.29688,-1558.102295
D3,218,20036.12695,-1794.512695
D4,218,19019.44336,-1801.619629
D5,218,19914.4707,-1800.433105
D6,218,20167.10352,-1989.257813
D7,218,16487.42969,-1815.683594
D8,218,15696.67969,-1893.103882
D9,218,10854.25488,-1823.078247
D10,218,,
D11,218,,
D12,218,,
E1,218,19674.4707,-1883.590332
E2,218,20956.44141,-1922.782471
E3,218,20388.70703,-1787.765625
E4,218,17682.22266,-1812.672363
E5,218,19352.50781,-1832.053223
E6,218,18995.08008,-1797.279785
E7,218,-1335.211914,-1689.899902
E8,218,-1182.346313,-1418.664551
E9,218,1659.552124,-1075.611206
E10,218,,
E11,218,,
E12,218,,
F1,218,17197.73438,-1759.475464
F2,218,16260.28613,-1532.272217
F3,218,17791.70313,-1624.389893
F4,218,13369.07129,-1738.325928
F5,218,17085.78516,-1660.15332
F6,218,17379.47852,-1752.849365
F7,218,-1226.738281,-1626.049927
F8,218,-1504.544922,-1765.892822
F9,218,-1287.303345,-1478.708984
F10,218,,
F11,218,,
F12,218,,
G1,218,3699.115479,-1838.271362
G2,218,-580.6486206,-1813.379272
G3,218,-1387.010498,-1756.56897
G4,218,-1265.299316,-1497.111328
G5,218,-1537.844238,-2233.780029
G6,218,-1415.6604,-1846.305176
G7,218,-1321.230713,-1672.491455
G8,218,-885.9403076,-957.5053711
G9,218,-1326.17395,-1593.342285
G10,218,,
G11,218,,
G12,218,,
H1,218,-556.7051392,-786.7433472
H2,218,-1458.797119,-1738.467407
H3,218,-1162.303955,-1585.365356
H4,218,-1517.27063,-1741.947388
H5,218,-334.5709534,-1679.441162
H6,218,-1378.472168,-1736.315063
H7,218,-1223.365845,-1595.524292
H8,218,-1560.383667,-1760.467651
H9,218,-1349.055786,-1595.56543
H10,218,,
H11,218,,
H12,218,,
A1,219,19389.77344,-1876.97876
A2,219,22104.78516,-843.7490234
A3,219,15801.73438,-1803.040649
A4,219,19690.1582,-1931.537842
A5,219,17324.96484,-1734.874756
A6,219,20093.86914,-1939.325684
A7,219,20153.33203,-1630.64624
A8,219,20736.65234,-1812.202881
A9,219,18020.49414,-1895.872192
A10,219,-1039.807251,-1421.430786
A11,219,,
A12,219,,
B1,219,21000.33398,-1842.184082
B2,219,20917.83594,-1539.698242
B3,219,20777.34961,-1947.047119
B4,219,20334.43555,-1902.175781
B5,219,15819.13184,-1477.912842
B6,219,20002.90234,-1984.383789
B7,219,20933.48242,-1946.483398
B8,219,18709.42773,-1899.624023
B9,219,-1198.342773,-1471.099487
B10,219,-1429.524292,-1815.969482
B11,219,,
B12,219,,
C1,219,21068.06836,-1898.821289
C2,219,21954.83008,-1784.594971
C3,219,20315.07617,-1734.916992
C4,219,19472.54688,-1777.94165
C5,219,19267.34766,-1872.231201
C6,219,20207.89453,-1834.381348
C7,219,18797.20508,-1912.776855
C8,219,19035.16211,-1956.765625
C9,219,16514.54492,-1870.600342
C10,219,-1332.111938,-1558.968384
C11,219,,
C12,219,,
D1,219,17390.83203,-1783.379395
D2,219,21475.69922,-1552.080078
D3,219,20014.14063,-1805.929443
D4,219,19007.54688,-1780.297119
D5,219,19920.35547,-1811.466064
D6,219,20113.80273,-1989.469971
D7,219,16452.9668,-1823.81604
D8,219,15764.95703,-1893.586304
D9,219,10915.53027,-1808.52771
D10,219,,
D11,219,,
D12,219,,
E1,219,19653.38477,-1886.413086
E2,219,21135.70508,-1913.683105
E3,219,20419.4375,-1793.54834
E4,219,17865.61523,-1806.593506
E5,219,19393.85742,-1827.45752
E6,219,19001.33594,-1790.250732
E7,219,-1327.517456,-1690.328735
E8,219,-1176.245239,-1425.33728
E9,219,1679.518677,-1059.72644
E10,219,,
E11,219,,
E12,219,,
F1,219,17224.05664,-1760.002197
F2,219,16368.66016,-1537.531494
F3,219,17859.77344,-1640.250244
F4,219,13555.4834,-1743.196655
F5,219,17148.20508,-1650.051636
F6,219,17521.07031,-1739.071289
F7,219,-1228.963867,-1625.381958
F8,219,-1500.98999,-1751.256836
F9,219,-1277.560791,-1482.148804
F10,219,,
F11,219,,
F12,219,,
G1,219,3736.726318,-1844.922485
G2,219,-586.7495728,-1810.347412
G3,219,-1384.953491,-1737.85144
G4,219,-1275.721802,-1508.615479
G5,219,-1538.563599,-2251.584473
G6,219,-1393.009277,-1853.180298
G7,219,-1320.75708,-1678.126709
G8,219,-882.7284546,-942.9592285
G9,219,-1313.455078,-1590.141113
G10,219,,
G11,219,,
G12,219,,
H1,219,-546.6878052,-770.473999
H2,219,-1457.563232,-1737.716797
H3,219,-1155.742554,-1580.921265
H4,219,-1515.835083,-1731.000732
H5,219,-322.3668518,-1687.057495
H6,219,-1370.62915,-1728.798706
H7,219,-1217.878052,-1590.874268
H8,219,-1555.978149,-1754.330933
H9,219,-1347.182983,-1596.995605
H10,219,,
H11,219,,
H12,219,,
A1,220,19381.06641,-1867.666016
A2,220,22066.06641,-835.425293
A3,220,15819.15625,-1810.914673
A4,220,19714.25391,-1935.050049
A5,220,17395.02734,-1730.058594
A6,220,19973.07813,-1940.802979
A7,220,20196.52344,-1628.70459
A8,220,20920.19922,-1795.151123
A9,220,18007.67383,-1909.913818
A10,220,-1035.528442,-1423.29248
A11,220,,
A12,220,,
B1,220,21011.16211,-1841.102783
B2,220,20757.6543,-1539.140137
B3,220,20780.83789,-1951.530762
B4,220,20090.15234,-1919.255127
B5,220,15946.31836,-1471.870728
B6,220,20105.73047,-1969.021973
B7,220,20800.77539,-1966.22998
B8,220,18549.09766,-1915.511963
B9,220,-1196.621094,-1468.616211
B10,220,-1421.446167,-1819.496582
B11,220,,
B12,220,,
C1,220,21080.84766,-1893.73584
C2,220,22071.40039,-1784.191895
C3,220,20319.24805,-1748.129395
C4,220,19647.20117,-1776.908203
C5,220,19148.96094,-1893.31958
C6,220,20265.42773,-1834.342041
C7,220,19081.89648,-1893.466797
C8,220,18981.27539,-1964.407959
C9,220,16480.64648,-1880.437744
C10,220,-1336.49939,-1547.753662
C11,220,,
C12,220,,
D1,220,17409.74609,-1778.949951
D2,220,21561.03125,-1546.97583
D3,220,19931.81836,-1811.966797
D4,220,19037.60352,-1810.154541
D5,220,19835.67383,-1824.378662
D6,220,20191.36133,-1993.319336
D7,220,16577.29883,-1794.839966
D8,220,15744.78223,-1905.083374
D9,220,10945.61914,-1841.835693
D10,220,,
D11,220,,
D12,220,,
E1,220,19695.10938,-1889.624023
E2,220,21031.34961,-1922.35498
E3,220,20377.60352,-1791.71167
E4,220,17718.93945,-1813.799438
E5,220,19326.87109,-1828.731445
E6,220,18943.18945,-1804.364014
E7,220,-1339.943481,-1683.056519
E8,220,-1177.987793,-1429.903687
E9,220,1707.179688,-1050.539795
E10,220,,
E11,220,,
E12,220,,
F1,220,17225.69727,-1763.656738
F2,220,16336.71777,-1549.054199
F3,220,17848.125,-1634.28418
F4,220,13410.80664,-1747.519165
F5,220,17271.76563,-1650.609985
F6,220,17430.19336,-1758.752197
F7,220,-1245.971924,-1641.444092
F8,220,-1500.525879,-1765.784424
F9,220,-1263.356201,-1485.987793
F10,220,,
F11,220,,
F12,220,,
G1,220,3772.370361,-1839.483154
G2,220,-576.1452026,-1810.394287
G3,220,-1377.782104,-1737.188354
G4,220,-1264.631714,-1511.160522
G5,220,-1546.940186,-2252.854736
G6,220,-1397.216919,-1852.55481
G7,220,-1295.154175,-1673.783203
G8,220,-880.5769043,-943.3374634
G9,220,-1321.019043,-1595.279785
G10,220,,
G11,220,,
G12,220,,
H1,220,-545.0617065,-789.4105225
H2,220,-1454.734497,-1735.619629
H3,220,-1162.758545,-1579.413574
H4,220,-1515.479492,-1741.723389
H5,220,-314.3476868,-1682.463501
H6,220,-1375.537964,-1737.416016
H7,220,-1219.857788,-1590.691406
H8,220,-1560.762329,-1745.235352
H9,220,-1346.999023,-1571.087891
H10,220,,
H11,220,,
H12,220,,
A1,221,19329.55859,-1880.20166
A2,221,22053.99023,-839.1865234
A3,221,15804.89648,-1815.674194
A4,221,19717.81055,-1939.245117
A5,221,17341.98438,-1727.806152
A6,221,20026.19922,-1936.81958
A7,221,20143.42383,-1624.300049
A8,221,20738.18359,-1808.845703
A9,221,18034.0332,-1903.855225
A10,221,-1031.236938,-1415.421631
A11,221,,
A12,221,,
B1,221,21064.61523,-1840.80957
B2,221,20756.42383,-1546.82373
B3,221,20829.1543,-1953.461182
B4,221,20167.98828,-1905.223633
B5,221,15856.03418,-1484.987061
B6,221,20056.41992,-1997.005371
B7,221,21005.06641,-1937.614258
B8,221,18671.97852,-1908.378906
B9,221,-1192.205566,-1460.325439
B10,221,-1420.805054,-1810.269043
B11,221,,
B12,221,,
C1,221,20945.56445,-1883.793457
C2,221,22064.08398,-1767.109375
C3,221,20266.96875,-1737.008301
C4,221,19565.14648,-1775.072754
C5,221,19216.51367,-1891.673096
C6,221,20204.95117,-1837.250488
C7,221,18705.92969,-1936.873901
C8,221,19054.69727,-1942.003906
C9,221,16515.39648,-1881.4104
C10,221,-1330.174438,-1554.063354
C11,221,,
C12,221,,
D1,221,17346.97656,-1787.385742
D2,221,21550.21875,-1545.191162
D3,221,19917.22852,-1806.180176
D4,221,18961.32227,-1821.25415
D5,221,19882.09375,-1809.375488
D6,221,20122.08008,-1982.335205
D7,221,16442.25586,-1840.647949
D8,221,15825.82031,-1883.03894
D9,221,10968.31348,-1834.845581
D10,221,,
D11,221,,
D12,221,,
E1,221,19683.99023,-1904.500488
