Well,Cycle,FAM
A10,13,-3605.161377
A11,13,-4483.119141
A12,13,-4396.35498
B1,13,16736.60156
B2,13,-3990.993164
B3,13,
B4,13,19822.52539
B5,13,22093.4668
B6,13,23416.45313
B7,13,-3305.83252
B8,13,-2563.782715
B9,13,1623.473633
B10,13,-4701.45752
B11,13,-4435.76416
B12,13,-4340.259766
C1,13,17144.11328
C2,13,-3905.149902
C3,13,
C4,13,19856.48047
C5,13,23440.43359
C6,13,23135.67969
C7,13,-2154.533691
C8,13,-3522.849609
C9,13,-3781.80957
C10,13,-4107.703613
C11,13,-3738.907959
C12,13,-3873.594482
D1,13,17455.81836
D2,13,-3441.580566
D3,13,
D4,13,-4111.702637
D5,13,-3570.104736
D6,13,-4197.378906
D7,13,1189.3125
D8,13,-3395.330566
D9,13,1147.234375
D10,13,-4706.40625
D11,13,-4175.787598
D12,13,-3990.56665
E1,13,17431.67383
E2,13,-4499.017578
E3,13,
E4,13,-3979.757324
E5,13,-4006.668945
E6,13,-4036.513916
E7,13,-2528.247314
E8,13,-2723.163818
E9,13,602.50354
E10,13,-3981.064941
E11,13,-4232.092773
E12,13,-3975.780762
F1,13,17203.92383
F2,13,
F3,13,
F4,13,-4192.379395
F5,13,-3604.228271
F6,13,-4111.307617
F7,13,-3453.7854
F8,13,2846.834717
F9,13,2762.774414
F10,13,
F11,13,
F12,13,
G1,13,-4380.57666
G2,13,
G3,13,
G4,13,-3504.484863
G5,13,-5037.649902
G6,13,-4491.854004
G7,13,-4818.905273
G8,13,-4106.793945
G9,13,-4369.698242
G10,13,
G11,13,
G12,13,
H1,13,-2346.769531
H2,13,-4714.784668
H3,13,
H4,13,-4514.106445
H5,13,-4266.301758
H6,13,-4714.211426
H7,13,-4385.943359
H8,13,-4608.48584
H9,13,-4281.967773
H10,13,-4442.767578
H11,13,-3573.557373
H12,13,-4190.11084
A1,14,11692.35059
A2,14,16948.70313
A3,14,
A4,14,-4334.18457
A5,14,-4135.794922
A6,14,-3825.173096
A7,14,-3490.005127
A8,14,-4111.610352
A9,14,-4563.521484
A10,14,-3594.532227
A11,14,-4484.342773
A12,14,-4376.848633
B1,14,16947.81836
B2,14,-3977.960449
B3,14,
B4,14,19864.45703
B5,14,22342.93359
B6,14,23500.15234
B7,14,-3254.236816
B8,14,-2435.861816
B9,14,1916.564209
B10,14,-4698.444336
B11,14,-4449.573242
B12,14,-4330.595703
C1,14,17379.80078
C2,14,-3895.878662
C3,14,
C4,14,19989.88867
C5,14,23480.86328
C6,14,23271.6543
C7,14,-2016.674805
C8,14,-3499.919678
C9,14,-3722.616211
C10,14,-4104.491211
C11,14,-3718.19873
C12,14,-3868.851074
D1,14,17578.70898
D2,14,-3430.355469
D3,14,
